1001 9702094
1001 9705220
1001 9707014
1001 9707042
1001 9707049
1001 9710230
1001 9711036
1001 9712028
1001 9712042
1001 9802194
1001 9805056
1001 9805206
1001 9806094
1001 9810188
1001 9811217
1001 9905036
1001 9907041
1001 9908007
1001 9908144
1001 9909108
1001 9909120
1001 9909229
1001 9910238
1001 9910248
1001 9910268
5068 1001
5068 1083
5068 9701093
5068 9706195
5068 9707013
5068 9708003
5068 9710078
5068 9803259
5068 9806051
5068 9808080
5068 9901126
5068 9907133
5068 9907170
5068 9911206
5068 9912065
7223 2174
7223 4095
7223 4125
7223 5068
7223 5185
7223 7044
7223 9706195
7223 9806051
7223 9808101
7223 9901017
7223 9909134
3086 1002
3086 1071
3086 1112
3086 1176
3086 1197
3086 1206
3086 1209
3086 2047
3086 2054
3086 2070
3086 2073
3086 2094
3086 2164
3086 3052
3086 3117
3086 3148
3086 3197
3086 3237
3086 3248
3086 3256
3086 4003
3086 4094
3086 4097
3086 4109
3086 4125
3086 4126
3086 4155
3086 5028
3086 5032
3086 5139
3086 5212
3086 5239
3086 5248
3086 6044
3086 6069
3086 6139
3086 6164
3086 6204
3086 6232
3086 7014
3086 7044
3086 7060
3086 7064
3086 7120
3086 7159
3086 7177
3086 7223
3086 7239
3086 8008
3086 8087
3086 8102
3086 8151
3086 8188
3086 8190
3086 8192
3086 8193
3086 8197
3086 8245
3086 9006
3086 9010
3086 9056
3086 9059
3086 9064
3086 9083
3086 9087
3086 9122
3086 9127
3086 9132
3086 9160
3086 9167
3086 9175
3086 9180
3086 9183
3086 9184
3086 9199
3086 9207
3086 9212
3086 9247
3086 10063
3086 10093
3086 9801073
3086 9802057
3086 9803120
3086 9803235
3086 9806230
3086 9809147
3086 9809195
3086 9811089
3086 9812052
3086 9902058
3086 9903039
3086 9904207
3086 9905012
3086 9905175
3086 9905210
3086 9906126
3086 9906182
3086 9909053
3086 9909061
3086 9910093
3086 9910161
3086 9910174
3086 9910219
3086 9911015
3086 9911055
3086 9911066
3086 9911067
3086 9911080
3086 9911217
3086 9912037
3086 9912208
3086 9912232
3086 9912233
3086 9912287
11110 1112
11110 1145
11110 2044
11110 2047
11110 2094
11110 3086
11110 3175
11110 6054
11110 7146
11110 10145
11110 9801073
11110 9803132
11110 9806039
11110 9807213
11110 9811089
11110 9811194
11110 9903019
11110 9905012
11110 9905111
